udp,"['content:""|50', 'content:""|8b', 'content:""|51']"
tcp,"['content:""|58', 'content:""|66']"
udp,"['content:""|58', 'content:""|66']"
tcp,"['content:""/COM1/"";']"
tcp,"['content:""/COM2/"";']"
tcp,"['content:""/COM3/"";']"
tcp,"['content:""/COM4/"";']"
tcp,"['content:""/LPT1/"";']"
tcp,"['content:""/LPT2/"";']"
tcp,"['content:""/LPT3/"";']"
tcp,"['content:""/LPT4/"";']"
tcp,"['content:""/AUX/"";']"
tcp,"['content:""/NULL/"";']"
tcp,"['content:""PASS', 'content:""']"
tcp,"['content:""RETR']"
tcp,"['content:""220']"
tcp,"['content:""220']"
tcp,"['content:""220']"
tcp,"['content:""220']"
tcp,"['content:""220']"
tcp,"['content:""stdapi_fs_stat"";']"
tcp,"['content:""stdapi_sys_process_get_processes"";']"
tcp,"['content:""stdapi_sys_config_getuid"";']"
tcp,"['content:""core_migrate"";']"
tcp,"['content:""stdapi_net_config_get_interfaces"";']"
tcp,"['content:""stdapi_sys_config_sysinfo"";']"
tcp,"['content:""stdapi_net_config_get_route"";']"
tcp,"['content:""stdapi_sys_process_kill"";']"
tcp,"['content:""stdapi_fs_getwd"";']"
tcp,"['content:""stdapi_sys_process_getpid"";']"
tcp,"['content:""stdapi_sys_process_execute"";']"
tcp,"['content:""stdapi_sys_power_exitwindows"";']"
tcp,"['content:""stdapi_ui_get_idle_time"";']"
tcp,"['content:""stdapi_fs_mkdir"";']"
tcp,"['content:""stdapi_fs_delete_dir"";']"
tcp,"['content:""stdapi_fs_chdir"";']"
tcp,"['content:""stdapi_fs_ls"";']"
tcp,"['content:""stdapi_sys_config_rev2self"";']"
tcp,"['content:""stdapi_ui_enable_keyboard"";']"
tcp,"['content:""stdapi_ui_enable_mouse"";']"
tcp,"['content:""stdapi_fs_file_expand_path"";']"
tcp,"['content:""stdapi_registry_create_key"";']"
tcp,"['content:""core_channel_write"";']"
tcp,"['content:""core_channel_interact"";']"
tcp,"['content:""|40']"
tcp,"['content:""c99shell"";']"
tcp,"['content:""|ff', 'content:""|00']"
udp,"['content:""|00', 'content:""|c0']"
tcp,"['content:""REGISTER"";']"
tcp,"['content:""s|00|p|00|_|00|r|00|e|00|p|00|l|00|w|00|r|00|i|00|t|00|e|00|t|00|o|00|v|00|a|00|r|00|b|00|i|00|n"";']"
tcp,"['content:""sp_replwritetovarbin"";']"
tcp,"['content:""|ff|SMB|72', 'content:!""|00']"
tcp,"['content:""JOIN']"
tcp,"['content:""001']"
tcp,"['content:""701']"
tcp,"['content:""|17']"
tcp,"['content:""|17']"
tcp,"['content:""|41']"
udp,"['content:""|02']"
udp,"['content:""|02']"
udp,"['content:""|02']"
udp,"['content:""|02']"
udp,"['content:""|02']"
udp,"['content:""|02']"
tcp,"['content:""MAIL']"
tcp,"['content:""HELO']"
tcp,"['content:""SELECT"";', 'content:""geometrycollectionfromwkb"";']"
tcp,"['content:""SELECT"";', 'content:""WHERE"";', 'content:""SELECT"";', 'content:""INTO"";', 'content:""|60|"";', 'content:""|60|"";']"
tcp,"['content:""ALTER', 'content:""DATABASE"";', 'content:""|22|."";', 'content:""UPGRADE', 'content:""DATA"";']"
udp,"['content:""|17|"";']"
udp,"['content:""|97']"
udp,"['content:""|17|"";']"
udp,"['content:""|97']"
udp,"['content:""|00', 'content:""NETASCII"";']"
udp,"['content:""|00', 'content:!""|0A|"";', 'content:""NETASCII"";']"
tcp,"['content:""|06|"";', 'content:!""|0A|"";']"
tcp,"['content:""|4e']"
tcp,"['content:""0000033000"";']"
tcp,"['content:""|45']"
tcp,"['content:""|45']"
tcp,"['content:""|41']"
tcp,"['content:""|61']"
tcp,"['content:""|3f']"
udp,"['content:""M-SEARCH']"
udp,"['content:""language"";', 'content:""|65']"
tcp,"['content:!""USER"";', 'content:""SITE"";']"
tcp,"['content:!""USER"";', 'content:""RMDIR"";']"
tcp,"['content:!""USER"";', 'content:""MKDIR"";']"
tcp,"['content:!""USER"";', 'content:""PWD"";']"
tcp,"['content:!""USER"";', 'content:""RETR"";']"
tcp,"['content:!""USER"";', 'content:""NLST"";']"
tcp,"['content:!""USER"";', 'content:""RNTO"";']"
tcp,"['content:!""USER"";', 'content:""RNFR"";']"
tcp,"['content:!""USER"";', 'content:""STOR"";']"
tcp,"['content:""cwd"";']"
tcp,"['content:""list"";']"
tcp,"['content:""|B6']"
tcp,"['content:""LIST']"
tcp,"['content:""NLST', 'content:""|2a']"
tcp,"['content:""|00', 'content:""|01']"
tcp,"['content:""|95', 'content:""|78']"
tcp,"['content:""|89', 'content:""sPLT"";', 'content:!""|00|"";']"
tcp,"['content:""|45', 'content:""|EB', 'content:""|9e']"
tcp,"['content:""|45', 'content:""|23']"
tcp,"['content:""|45', 'content:""|5E', 'content:""|48']"
tcp,"['content:""|01', 'content:""|20']"
tcp,"['content:""RIFF"";', 'content:""ACON"";', 'content:""anih"";']"
tcp,"['content:""|00|"";', 'content:""|FF|SMB|32|"";', 'content:']"
tcp,"['content:""X-LINK2STATE"";']"
tcp,"['content:""X-LSA-2"";']"
tcp,"['content:""X-LINK2STATE"";', 'content:""CHUNK="";']"
tcp,"['content:""|FF|SMB%"";', 'content:""|2600|"";', 'content:""|67157a76|"";']"
tcp,"['content:""|FF|SMB%"";', 'content:""&|00|"";', 'content:""|5C', 'content:""|05|"";', 'content:""|0B|"";', 'content:""|40']"
tcp,"['content:""|FF|SMB%"";', 'content:""&|00|"";', 'content:""|5C', 'content:""|05|"";', 'content:""|0B|"";', 'content:""|40']"
tcp,"['content:""|FF|SMB%"";', 'content:""&|00|"";', 'content:""|5C', 'content:""|36']"
tcp,"['content:""|00|"";', 'content:""|FF|SMB%"";', 'content:""&|00|"";', 'content:""|5C|PIPE|5C', 'content:""|40']"
tcp,"['content:""|00|"";', 'content:""|FF|SMB%"";', 'content:""&|00|"";', 'content:""|5C|PIPE|5C', 'content:""|36']"
tcp,"['content:""|00|"";', 'content:""|FF|SMB%"";', 'content:""|03|"";', 'content:""|01', 'content:""|5C|MAILSLOT|5C|"";']"
tcp,"['content:""|00|"";', 'content:""|FF|SMB|25|"";', 'content:""&|00|"";', 'content:""|5C|PIPE|5C', 'content:""|1f']"
tcp,"['content:""|00|"";', 'content:""|FF|SMB|25|"";', 'content:""&|00|"";', 'content:""|5C|PIPE|5C', 'content:""|1f']"
udp,"['content:""|0B|"";', 'content:""|C8']"
udp,"['content:""|1F', 'content:""|C8', 'content:""..|5C|..|5C|"";']"
udp,"['content:""|1F', 'content:""|C8', 'content:""../../"";']"
udp,"['content:""|1F', 'content:""|C8', 'content:""|00']"
udp,"['content:""|1F', 'content:""|C8', 'content:""|00']"
udp,"['content:""|0B|"";', 'content:""|C8']"
udp,"['content:""|20', 'content:""|C8', 'content:""..|5C|..|5C|"";']"
udp,"['content:""|20', 'content:""|C8', 'content:""../../"";']"
udp,"['content:""|20', 'content:""|C8', 'content:""|00']"
udp,"['content:""|20', 'content:""|C8', 'content:""|00']"
udp,"['content:""|00']"
tcp,"['content:""|0B|"";', 'content:""|C8']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""|5C|..|5C|"";']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""/../"";']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|0B|"";', 'content:""|C8']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""..|5C|..|5C|"";']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""../../"";']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|1F', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|0B|"";', 'content:""|C8']"
tcp,"['content:""|20', 'content:""|C8', 'content:""|5C|..|5C|"";']"
tcp,"['content:""|20', 'content:""|C8', 'content:""/../"";']"
tcp,"['content:""|20', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|20', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|0B|"";', 'content:""|C8']"
tcp,"['content:""|20', 'content:""|C8', 'content:""..|5C|..|5C|"";']"
tcp,"['content:""|20', 'content:""|C8', 'content:""../../"";']"
tcp,"['content:""|20', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|20', 'content:""|C8', 'content:""|00']"
tcp,"['content:""|00']"
tcp,"['content:""|12']"
tcp,"['content:""\'|00|"";', 'content:""-|00|-|00|"";']"
tcp,"['content:""-|00|-|00|"";']"
udp,"['content:""|08']"
udp,"['content:""|08|"";', 'content:!""|3A|"";']"
udp,"['content:""|08|"";']"
udp,"['content:""|12']"
tcp,"['content:""x|00|p|00|_|00|s|00|e|00|r|00|v|00|i|00|c|00|e|00|c|00|o|00|n|00|t|00|r|00|o|00|l|00|"";']"
tcp,"['content:""x|00|p|00|_|00|f|00|i|00|l|00|e|00|e|00|x|00|i|00|s|00|t|00|"";']"
tcp,"['content:""FLAGS', 'content:""|EB']"
ip,"['content:""|83']"
ip,"['content:""|89']"
ip,"['content:""|eb']"
ip,"['content:""|49']"
ip,"['content:""|58']"
ip,"['content:""|32']"
ip,"['content:""|20']"
ip,"['content:""|ea']"
ip,"['content:""|e0']"
ip,"['content:""|91']"
ip,"['content:""|d0']"
ip,"['content:""|23']"
ip,"['content:""|9c']"
ip,"['content:""|91']"
ip,"['content:""|91']"
ip,"['content:""|20']"
ip,"['content:""|ea']"
tcp,"['content:""GIF89a"";', 'content:""|21']"
tcp,"['content:""GET"";', 'content:""|31']"
tcp,"['content:""|A1']"
tcp,"['content:""|41', 'content:""CREATE', 'content:!""|0A|"";']"
tcp,"['content:""ODCIIndexMetadata"";', 'content:""sys.dbms_export_extension.get_domain_index_metadata"";']"
tcp,"['content:""sys.dbms_export_extension.get_domain_index_tables"";']"
tcp,"['content:""ODCIIndexUtilGetTableNames"";', 'content:""sys.dbms_export_extension.get_v2_domain_index_tables"";']"
tcp,"['content:""ctxsys|2E|drvxtabc|2E|create|5F|tables"";', 'content:""dbms|5F|sql|2E|execute"";']"
tcp,"['content:""STOR', 'content:"".message|0d']"
tcp,"['content:""CWD']"
tcp,"['content:""|53']"
tcp,"['content:""|53']"
tcp,"['content:""p|00|w|00|s|00|e|00|r|00|v|00|i|00|c|00|e|00|.|00|e|00|x|00|e"";']"
tcp,"['content:""p|00|w|00|s|00|e|00|r|00|v|00|i|00|c|00|e|00|.|00|e|00|x|00|e"";']"
tcp,"['content:""|4e']"
tcp,"['content:""|4e']"
tcp,"['content:""|53']"
tcp,"['content:""|53']"
tcp,"['content:""|50']"
tcp,"['content:""|50']"
tcp,"['content:""RFB']"
tcp,"['content:""RFB']"
tcp,"['content:""|00']"
tcp,"['content:""|01']"
tcp,"['content:""|01']"
tcp,"['content:""|00']"
tcp,"['content:""|02|"";']"
tcp,"['content:""|01|"";']"
tcp,"['content:""|00']"
tcp,"['content:""|00']"
tcp,"['content:""s|00|p|00|_|00|c|00|o|00|n|00|f|00|i|00|g|00|u|00|r|00|e|00|"";']"
tcp,"['content:""sp_configure"";']"
tcp,"['content:""|313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131|"";']"
tcp,"['content:""POST', 'content:""/SecurityGateway.dll"";', 'content:""logon"";', 'content:""&username"";']"
tcp,"['content:""|68', 'content:""|68']"
tcp,"['content:""|00']"
tcp,['content:']
tcp,['content:']
tcp,"['content:""to|3A|"";', 'content:""+|3A|\\""|7C|"";']"
tcp,"['content:""to|3A|"";', 'content:""+\\""|7C|"";']"
tcp,"['content:""|4141']"
udp,"['content:""|01|"";', 'content:""|00|"";', 'content:""|00|"";', 'content:!""|00|binary|00|"";', 'content:!""|00|netascii|00|"";', 'content:!""|00|mail|00|"";']"
udp,"['content:""|02|"";', 'content:""|00|"";', 'content:""|00|"";', 'content:!""|00|binary|00|"";', 'content:!""|00|netascii|00|"";', 'content:!""|00|mail|00|"";']"
tcp,"['content:""splx_2376_info"";']"
tcp,['content:']
tcp,"['content:""|00', 'content:']"
tcp,"['content:""|0000']"
tcp,"['content:""|0000', 'content:""|0000']"
tcp,"['content:""|01', 'content:""|00']"
tcp,"['content:""ENTER', 'content:!""|0A|"";']"
tcp,"['content:""|FF', 'content:""RATS"";']"
tcp,"['content:""|FF', 'content:""PXES"";']"
tcp,"['content:""|FF', 'content:""LTRD"";']"
tcp,"['content:""|FF', 'content:""VD2D"";']"
tcp,"['content:""|FF', 'content:""PX2D"";']"
tcp,"['content:""|FF', 'content:""NB2W"";']"
tcp,"['content:""|FF', 'content:""3RAW"";']"
tcp,"['content:""|FF', 'content:""|00']"
tcp,"['content:""|FF']"
tcp,"['content:""|FF']"
tcp,"['content:""|FF', 'content:""|01']"
tcp,"['content:""|FF']"
tcp,"['content:""|FF']"
tcp,"['content:""|FF', 'content:""|01']"
tcp,"['content:""|FF', 'content:""|02']"
tcp,"['content:""|FF', 'content:""|03']"
tcp,"['content:""|FF', 'content:""|04']"
tcp,"['content:""|FF', 'content:""|06']"
tcp,"['content:""|FF', 'content:""|07']"
tcp,"['content:""|FF', 'content:""|09']"
tcp,"['content:""|FF', 'content:""|0a']"
tcp,"['content:""|FF', 'content:""|0d']"
tcp,"['content:""|FF', 'content:""|0e']"
tcp,"['content:""|FF', 'content:""|0f']"
tcp,"['content:""|FF', 'content:""|12']"
tcp,"['content:""|FF', 'content:""|13']"
tcp,"['content:""|FF', 'content:""|17']"
tcp,"['content:""|FF']"
tcp,"['content:""|00|"";', 'content:""|25']"
tcp,"['content:""|01']"
tcp,"['content:""|01']"
tcp,"['content:""|FF', 'content:""|05']"
udp,"['content:""getchallengesteam"";']"
tcp,"['content:""|00']"
udp,"['content:""|00']"
udp,"['content:""|f4']"
udp,"['content:""|f4']"
udp,"['content:""|f4']"
udp,"['content:""|f4']"
udp,"['content:""|f0']"
udp,"['content:""|f0']"
udp,"['content:""|f0']"
udp,"['content:""|f0']"
udp,"['content:""|f0']"
udp,"['content:""|f0']"
udp,"['content:""|f0']"
udp,"['content:""|f0']"
udp,"['content:""|f1']"
tcp,"['content:""r|be|bloop|00|dV"";', 'content:""Ares|00']"
tcp,"['content:""/announce"";']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
udp,"['content:""|e3']"
tcp,"['content:""|e3']"
udp,"['content:""SCP@|83|DNA@"";']"
udp,"['content:""KaZaA"";']"
udp,"['content:""|3d']"
udp,"['content:""|3d|"";', 'content:""|d9|"";', 'content:""|ed']"
tcp,"['content:""Wonk-"";', 'content:""|00|#waste|00|"";']"
tcp,"['content:""|09']"
tcp,"['content:""Windows', 'content:""|0D', 'content:""["";', 'content:""HKEY_"";']"
tcp,"['content:""W|00|i|00|n|00|d|00|o|00|w|00|s|00|', 'content:""|0D', 'content:""[|00|"";', 'content:""H|00|K|00|E|00|Y|00|_|00|"";']"
tcp,"['content:""MZ"";', 'content:""This', 'content:""NE"";']"
tcp,"['content:""MZ"";', 'content:""This', 'content:""LX"";']"
tcp,"['content:""MZ"";', 'content:""This', 'content:""NE"";']"
tcp,"['content:""MZ"";', 'content:""PKLITE"";']"
tcp,"['content:""PK|0304|"";', 'content:""|00']"
tcp,"['content:""ITSF|03|"";', 'content:""|7C']"
tcp,"['content:""ITSF|03|"";', 'content:""|10']"
tcp,"['content:""CarboniteInc"";']"
tcp,"['content:""Enter']"
tcp,"['content:""Building']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Subject|3A|"";']"
tcp,"['content:""Club']"
udp,"['content:""|83|"";']"
udp,"['content:""cT"";', 'content:""|00']"
tcp,"['content:""DWRCK.DLL"";']"
tcp,"['content:""filename="";', 'content:"".exe"";']"
tcp,"['content:""|0d']"
tcp,"['content:""USER"";', 'content:!""PASS']"
tcp,"['content:""USER']"
tcp,"['content:""USER']"
tcp,"['content:""TYPE']"
tcp,"['content:""PASV"";']"
tcp,"['content:""chat.facebook.com"";', 'content:""jabber|3A|client"";']"
tcp,"['content:""cnt=0"";', 'content:""eventid="";']"
tcp,"['content:""/plugins/framework/script/content.hts"";', 'content:""ExecuteFile"";']"
udp,"['content:""|00']"
tcp,"['content:""CONNECT', 'content:""']"
tcp,"['content:""GET']"
tcp,"['content:""GET']"
tcp,"['content:""|15']"
tcp,"['content:""|09']"
tcp,"['content:""|02']"
tcp,"['content:""|0b']"
tcp,"['content:""|0a']"
tcp,"['content:""|08']"
tcp,"['content:""|07']"
tcp,"['content:""|01']"
tcp,"['content:""|03']"
tcp,"['content:""|06']"
tcp,"['content:""|03']"
tcp,"['content:""|2A02|"";', 'content:""|001900130005|"";']"
tcp,"['content:""|2A02|"";', 'content:""|000E00010011|"";']"
tcp,"['content:""|2A02|"";', 'content:""|00120001001E|"";']"
tcp,"['content:""|2A01|"";', 'content:""|00010001|"";']"
tcp,"['content:""|2A02|"";', 'content:""|000400060000|"";']"
tcp,"['content:""gmail.com"";', 'content:""jabber"";']"
tcp,"['content:""gmail.com"";', 'content:""jabber"";']"
tcp,"['content:""MSG', 'content:""Content-Type|3A|"";', 'content:""text/x-msmsgsinvite"";', 'content:""Application-Name|3A|"";', 'content:""File']"
tcp,"['content:""MSG', 'content:""Content-Type|3A|"";', 'content:""text/x-msmsgsinvite"";', 'content:""Invitation-Command|3A|"";', 'content:""ACCEPT"";']"
tcp,"['content:""MSG', 'content:""Content-Type|3A|"";', 'content:""text/x-msmsgsinvite"";', 'content:""Invitation-Command|3A|"";', 'content:""CANCEL"";', 'content:""Cancel-Code|3A|"";', 'content:""REJECT"";']"
tcp,"['content:""CHG']"
tcp,"['content:""|6D']"
tcp,"['content:""YMSG"";', 'content:""|00|J"";']"
tcp,"['content:""YMSG"";', 'content:""|00']"
tcp,"['content:""YMSG"";', 'content:""|00']"
tcp,"['content:""YMSG"";', 'content:""|00']"
tcp,"['content:""YMSG"";', 'content:""|00']"
tcp,"['content:""|59']"
tcp,"['content:""YMSG"";']"
tcp,"['content:""YMSG"";', 'content:""|00|P"";']"
tcp,"['content:""<R"";']"
tcp,"['content:""|0D']"
tcp,"['content:""<Ymsg']"
tcp,"['content:""NOTICE', 'content:""Looking']"
tcp,"['content:""Welcome', 'content:""IRC']"
tcp,"['content:""Content-Transfer-Encoding|3A|"";', 'content:""AMAgAOAgAABAACBAAEBAAGBAAIBAAKBAAMBAAOBAAABgACBgAEBgAGBgAIBgAKBgAMBgAOBg"";', 'content:""AACAACCAAECAAGCAAICAAKCAAMCAAOCAAACgACCgAECgAGCgAICgAKCgAMCgAOCgAADAACDA"";', 'content:""AEDAAGDAAIDAAKDAAMDAAODAAADgACDgAEDgAGDgAIDgAKDgAMDgAODgAAAAQCAAQEAAQGAA"";']"
tcp,"['content:""Content-Transfer-Encoding|3A|"";', 'content:""AMAgAOAgAABAACBAAEBAAGBAAIBAAKBAAMBAAOBAAABgACBgAEBgAGBgAIBgAKBgAMBgAOBg"";', 'content:""AACAACCAAECAAGCAAICAAKCAAMCAAOCAAACgACCgAECgAGCgAICgAKCgAMCgAOCgAADAACDA"";', 'content:""AEDAAGDAAIDAAKDAAMDAAODAAADgACDgAEDgAGDgAIDgAKDgAMDgAODgAAAAQCAAQEAAQGAA"";', 'content:""QIAAQKAAQMAAQOAAQAAgQCAgQEAgQGAgQIAgQKAgQMAgQOAgQABAQCBAQEBAQGBAQIBAQKBA"";', 'content:""QMBAQOBAQABgQCBgQEBgQGBgQIBgQKBgQMBgQOBgQACAQCCAQECAQGCAQICAQKCAQMCAQOCA"";', 'content:""QACgQCCgQECgQGCgQICgQKCgQMCgQOCgQADAQCDAQEDAQGDAQIDAQKDAQMDAQODAQADgQCDg"";', 'content:""QEDgQGDgQIDgQKDgQMDgQODgQAAAgCAAgEAAgGAAgIAAgKAAgMAAgOAAgAAggCAggEAggGAg"";', 'content:""gIAggKAggMAggOAggABAgCBAgEBAgGBAgIBAgKBAgMBAgOBAgABggCBggEBggGBggIBggKBg"";', 'content:""gMBggOBggACAgCCAgECAgGCAgICAgKCAgMCAgOCAgACggCCggECggGCggICggKCggMCggOCg"";', 'content:""gADAgCDAgEDAgGDAgIDAgKDAgMDAgODAgADggCDggEDggGDggIDggKDggMDggODggAAAwCAA"";', 'content:""wEAAwGAAwIAAwKAAwMAAwOAAwAAgwCAgwEAgwGAgwIAgwKAgwMAgwOAgwABAwCBAwEBAwGBA"";', 'content:""wIBAwKBAwMBAwOBAwABgwCBgwEBgwGBgwIBgwKBgwMBgwOBgwACAwCCAwECAwGCAwICAwKCA"";', 'content:""wMCAwOCAwACgwCCgwECgwGCgwICgwKCgwMCgwOCgwADAwCDAwEDAwGDAwIDAwKDAwP/78KCg"";']"
tcp,"['content:""Content-Transfer-Encoding|3A|"";', 'content:""R0lGODlh"";', 'content:""AOAgAABAACBAAEBAAGBAAIBAAKBAAMBAAOBAAABgACBgAEBgAGBgAIBgAKBgAMBgAOBgAACAACCA"";', 'content:""AECAAGCAAICAAKCAAMCAAOCAAACgACCgAECgAGCgAICgAKCgAMCgAOCgAADAACDAAEDAAGDAAIDA"";']"
tcp,"['content:""ID3|03|"";', 'content:""TIT2"";']"
tcp,"['content:""ID3|03|"";', 'content:""TIT2"";']"
udp,"['content:""|FE']"
tcp,"['content:""GET']"
udp,"['content:""|554b30303736305337473130|"";']"
tcp,"['content:""REGISTER"";', 'content:""operaunite.com"";']"
tcp,"['content:""http|3a|//www.pcmesh.com|3a|80/ip-check.cgi"";']"
tcp,"['content:""PCHAT2', 'content:""v=\'"";', 'content:""jv=\'"";', 'content:""u=\'"";']"
tcp,"['content:""TRACE']"
tcp,"['content:""|03|"";', 'content:""|D0|"";']"
tcp,"['content:""User-Agent\\:"";']"
tcp,"['content:""/gameconsole/bundlescripts/"";']"
tcp,"['content:""|00']"
tcp,"['content:""|00']"
tcp,"['content:""Installation', 'content:""<p>You']"
tcp,"['content:""SC-KeyLog', 'content:""See', 'content:"".log"";']"
tcp,"['content:""|16', 'content:""|01|"";', 'content:""|03']"
tcp,"['content:""|16', 'content:""|01|"";', 'content:""|03']"
tcp,"['content:""|01']"
tcp,"['content:""|01']"
tcp,"['content:""|14']"
tcp,"['content:""|14']"
tcp,"['content:""|16', 'content:""|02|"";', 'content:""|03']"
tcp,"['content:""|16', 'content:""|02|"";', 'content:""|03']"
tcp,"['content:""|16', 'content:""|0c|"";']"
tcp,"['content:""|16', 'content:""|0c|"";']"
tcp,"['content:""|16', 'content:""|0e|"";']"
tcp,"['content:""|16', 'content:""|0e|"";']"
tcp,"['content:""|14']"
tcp,"['content:""|14']"
tcp,"['content:""|17']"
tcp,"['content:""|17']"
ip,"['content:""SSN']"
ip,"['content:""SSN#']"
tcp,"['content:""|5c']"
udp,"['content:""|00']"
udp,"['content:""|00']"
udp,"['content:""|00']"
udp,"['content:', 'content:']"
tcp,"['content:""Moderate']"
tcp,"['content:""Jihad,']"
tcp,"['content:""The']"
tcp,"['content:""Knights']"
tcp,"['content:""Jihad']"
tcp,"['content:""Declaration']"
tcp,"['content:""Join']"
tcp,"['content:""Sharia']"
tcp,"['content:""Moderate']"
tcp,"['content:""Jihad,']"
tcp,"['content:""The']"
tcp,"['content:""Knights']"
tcp,"['content:""Jihad']"
tcp,"['content:""Declaration']"
tcp,"['content:""Join']"
tcp,"['content:""Sharia']"
tcp,"['content:""fardh']"
tcp,"['content:""Takfir"";']"
tcp,"['content:""GET']"
tcp,"['content:""GET']"
tcp,"['content:""TOR"";', 'content:""<identity>"";']"
tcp,"['content:""TOR"";', 'content:""<identity>"";']"
tcp,"['content:""Gold']"
udp,"['content:""<Xbox', 'content:""']"
tcp,"['content:""|50', 'content:""|00|"";', 'content:"".doc"";']"
tcp,"['content:""|50', 'content:""|00|"";', 'content:"".xls"";']"
tcp,"['content:""|50', 'content:""|00|"";', 'content:"".exe"";']"
tcp,"['content:""|50', 'content:""|00|"";', 'content:"".ppt"";']"
tcp,"['content:""service|3A|thc|3A', 'content:""service|3A|thc"";']"
udp,"['content:""THCTHCTHCTHCTHC|20']"
udp,"['content:""ILMI"";']"
tcp,"['content:""ILMI"";']"
udp,"['content:""cable-docsis"";']"
tcp,"['content:""cable-docsis"";']"
udp,"['content:""|52']"
tcp,"['content:""USER', 'content:""root"";']"
tcp,"['content:""USER', 'content:""administrator"";']"
tcp,"['content:""USER"";', 'content:""SELECT"";', 'content:""FROM"";']"
tcp,"['content:""USER"";', 'content:""DELETE"";', 'content:""FROM"";']"
tcp,"['content:""USER"";', 'content:""INSERT"";', 'content:""INTO"";']"
tcp,"['content:""USER"";', 'content:""UPDATE"";', 'content:""SET"";']"
tcp,"['content:""USER"";', 'content:""UNION"";', 'content:""SELECT"";']"
tcp,"['content:""USER"";', 'content:""INTO"";', 'content:""OUTFILE"";']"
